timestamp,src_ip,dst_ip,protocol,pps,bps,avg_pkt_size,syn_count,ack_count,syn_ack_ratio,unique_src_ips,ip_entropy,label,attack_type
2026-05-22T12:00:26+08:00,10.0.0.12,10.0.0.2,TCP,6,2530,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:27+08:00,10.0.0.13,10.0.0.2,TCP,4,2535,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:28+08:00,10.0.0.14,10.0.0.2,TCP,5,2540,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:29+08:00,10.0.0.15,10.0.0.2,TCP,6,2545,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:30+08:00,10.0.0.16,10.0.0.2,TCP,4,2550,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:31+08:00,10.0.0.17,10.0.0.2,TCP,5,2555,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:32+08:00,10.0.0.10,10.0.0.2,TCP,6,2560,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:33+08:00,10.0.0.11,10.0.0.2,TCP,4,2565,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:34+08:00,10.0.0.12,10.0.0.2,TCP,5,2570,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:35+08:00,10.0.0.13,10.0.0.2,TCP,6,2575,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:36+08:00,10.0.0.14,10.0.0.2,TCP,4,2580,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:37+08:00,10.0.0.15,10.0.0.2,TCP,5,2585,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:38+08:00,10.0.0.16,10.0.0.2,TCP,6,2590,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:39+08:00,10.0.0.17,10.0.0.2,TCP,4,2595,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:40+08:00,10.0.0.10,10.0.0.2,TCP,5,2600,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:41+08:00,10.0.0.11,10.0.0.2,TCP,6,2605,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:42+08:00,10.0.0.12,10.0.0.2,TCP,4,2610,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:43+08:00,10.0.0.13,10.0.0.2,TCP,5,2615,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:00:44+08:00,10.0.0.14,10.0.0.2,TCP,6,2620,95,0,7,0.1,3,1.5,normal,none
2026-05-22T12:00:45+08:00,10.0.0.15,10.0.0.2,TCP,4,2625,95,1,5,0.1,3,1.5,normal,none
2026-05-22T12:00:46+08:00,10.0.0.16,10.0.0.2,TCP,5,2630,95,0,6,0.1,3,1.5,normal,none
2026-05-22T12:00:47+08:00,10.0.0.17,10.0.0.2,TCP,6,2635,95,1,7,0.1,3,1.5,normal,none
2026-05-22T12:00:48+08:00,10.0.0.10,10.0.0.2,TCP,4,2640,95,0,5,0.1,3,1.5,normal,none
2026-05-22T12:00:49+08:00,10.0.0.11,10.0.0.2,TCP,5,2645,95,1,6,0.1,3,1.5,normal,none
2026-05-22T12:01:00+08:00,10.0.1.20,10.0.0.2,TCP,170,78000,60,160,0,155.0,25,4.2,attack,syn_flood
2026-05-22T12:01:01+08:00,10.0.1.21,10.0.0.2,TCP,171,78080,60,161,1,156.0,25,4.2,attack,syn_flood
2026-05-22T12:01:02+08:00,10.0.1.22,10.0.0.2,TCP,172,78160,60,162,0,157.0,25,4.2,attack,syn_flood
2026-05-22T12:01:03+08:00,10.0.1.23,10.0.0.2,TCP,173,78240,60,163,1,158.0,25,4.2,attack,syn_flood
2026-05-22T12:01:04+08:00,10.0.1.24,10.0.0.2,TCP,174,78320,60,164,0,159.0,25,4.2,attack,syn_flood
2026-05-22T12:01:05+08:00,10.0.1.25,10.0.0.2,TCP,175,78400,60,165,1,160.0,25,4.2,attack,syn_flood
2026-05-22T12:01:06+08:00,10.0.1.26,10.0.0.2,TCP,176,78480,60,166,0,161.0,25,4.2,attack,syn_flood
2026-05-22T12:01:07+08:00,10.0.1.27,10.0.0.2,TCP,177,78560,60,160,1,162.0,25,4.2,attack,syn_flood
2026-05-22T12:01:08+08:00,10.0.1.20,10.0.0.2,TCP,178,78640,60,161,0,163.0,25,4.2,attack,syn_flood
2026-05-22T12:01:09+08:00,10.0.1.21,10.0.0.2,TCP,170,78720,60,162,1,164.0,25,4.2,attack,syn_flood
2026-05-22T12:01:10+08:00,10.0.1.22,10.0.0.2,TCP,171,78800,60,163,0,155.0,25,4.2,attack,syn_flood
2026-05-22T12:01:11+08:00,10.0.1.23,10.0.0.2,TCP,172,78880,60,164,1,156.0,25,4.2,attack,syn_flood
2026-05-22T12:01:12+08:00,10.0.1.24,10.0.0.2,TCP,173,78960,60,165,0,157.0,25,4.2,attack,syn_flood
2026-05-22T12:01:13+08:00,10.0.1.25,10.0.0.2,TCP,174,79040,60,166,1,158.0,25,4.2,attack,syn_flood
2026-05-22T12:01:14+08:00,10.0.1.26,10.0.0.2,TCP,175,79120,60,160,0,159.0,25,4.2,attack,syn_flood
2026-05-22T12:01:15+08:00,10.0.1.27,10.0.0.2,TCP,176,79200,60,161,1,160.0,25,4.2,attack,syn_flood
2026-05-22T12:01:16+08:00,10.0.1.20,10.0.0.2,TCP,177,79280,60,162,0,161.0,25,4.2,attack,syn_flood
2026-05-22T12:01:17+08:00,10.0.1.21,10.0.0.2,TCP,178,79360,60,163,1,162.0,25,4.2,attack,syn_flood
2026-05-22T12:01:18+08:00,10.0.1.22,10.0.0.2,TCP,170,79440,60,164,0,163.0,25,4.2,attack,syn_flood
2026-05-22T12:01:19+08:00,10.0.1.23,10.0.0.2,TCP,171,79520,60,165,1,164.0,25,4.2,attack,syn_flood
2026-05-22T12:01:20+08:00,10.0.1.24,10.0.0.2,TCP,172,79600,60,166,0,155.0,25,4.2,attack,syn_flood
2026-05-22T12:01:21+08:00,10.0.1.25,10.0.0.2,TCP,173,79680,60,160,1,156.0,25,4.2,attack,syn_flood
2026-05-22T12:01:22+08:00,10.0.1.26,10.0.0.2,TCP,174,79760,60,161,0,157.0,25,4.2,attack,syn_flood
2026-05-22T12:01:23+08:00,10.0.1.27,10.0.0.2,TCP,175,79840,60,162,1,158.0,25,4.2,attack,syn_flood
2026-05-22T12:01:24+08:00,10.0.1.20,10.0.0.2,TCP,176,79920,60,163,0,159.0,25,4.2,attack,syn_flood
2026-05-22T12:01:25+08:00,10.0.1.21,10.0.0.2,TCP,177,80000,60,164,1,160.0,25,4.2,attack,syn_flood
2026-05-22T12:01:26+08:00,10.0.1.22,10.0.0.2,TCP,178,80080,60,165,0,161.0,25,4.2,attack,syn_flood
2026-05-22T12:01:27+08:00,10.0.1.23,10.0.0.2,TCP,170,80160,60,166,1,162.0,25,4.2,attack,syn_flood
2026-05-22T12:01:28+08:00,10.0.1.24,10.0.0.2,TCP,171,80240,60,160,0,163.0,25,4.2,attack,syn_flood
2026-05-22T12:01:29+08:00,10.0.1.25,10.0.0.2,TCP,172,80320,60,161,1,164.0,25,4.2,attack,syn_flood
2026-05-22T12:01:30+08:00,10.0.1.26,10.0.0.2,TCP,173,80400,60,162,0,155.0,25,4.2,attack,syn_flood
2026-05-22T12:01:31+08:00,10.0.1.27,10.0.0.2,TCP,174,80480,60,163,1,156.0,25,4.2,attack,syn_flood
2026-05-22T12:01:32+08:00,10.0.1.20,10.0.0.2,TCP,175,80560,60,164,0,157.0,25,4.2,attack,syn_flood
2026-05-22T12:01:33+08:00,10.0.1.21,10.0.0.2,TCP,176,80640,60,165,1,158.0,25,4.2,attack,syn_flood
2026-05-22T12:01:34+08:00,10.0.1.22,10.0.0.2,TCP,177,80720,60,166,0,159.0,25,4.2,attack,syn_flood
2026-05-22T12:01:35+08:00,10.0.1.23,10.0.0.2,TCP,178,80800,60,160,1,160.0,25,4.2,attack,syn_flood
2026-05-22T12:01:36+08:00,10.0.1.24,10.0.0.2,TCP,170,80880,60,161,0,161.0,25,4.2,attack,syn_flood
2026-05-22T12:01:37+08:00,10.0.1.25,10.0.0.2,TCP,171,80960,60,162,1,162.0,25,4.2,attack,syn_flood
2026-05-22T12:01:38+08:00,10.0.1.26,10.0.0.2,TCP,172,81040,60,163,0,163.0,25,4.2,attack,syn_flood
2026-05-22T12:01:39+08:00,10.0.1.27,10.0.0.2,TCP,173,81120,60,164,1,164.0,25,4.2,attack,syn_flood
2026-05-22T12:01:40+08:00,10.0.1.20,10.0.0.2,TCP,174,81200,60,165,0,155.0,25,4.2,attack,syn_flood
2026-05-22T12:01:41+08:00,10.0.1.21,10.0.0.2,TCP,175,81280,60,166,1,156.0,25,4.2,attack,syn_flood
2026-05-22T12:01:42+08:00,10.0.1.22,10.0.0.2,TCP,176,81360,60,160,0,157.0,25,4.2,attack,syn_flood
2026-05-22T12:01:43+08:00,10.0.1.23,10.0.0.2,TCP,177,81440,60,161,1,158.0,25,4.2,attack,syn_flood
2026-05-22T12:01:44+08:00,10.0.1.24,10.0.0.2,TCP,178,81520,60,162,0,159.0,25,4.2,attack,syn_flood
2026-05-22T12:01:45+08:00,10.0.1.25,10.0.0.2,TCP,170,81600,60,163,1,160.0,25,4.2,attack,syn_flood
2026-05-22T12:01:46+08:00,10.0.1.26,10.0.0.2,TCP,171,81680,60,164,0,161.0,25,4.2,attack,syn_flood
2026-05-22T12:01:47+08:00,10.0.1.27,10.0.0.2,TCP,172,81760,60,165,1,162.0,25,4.2,attack,syn_flood
2026-05-22T12:01:48+08:00,10.0.1.20,10.0.0.2,TCP,173,81840,60,166,0,163.0,25,4.2,attack,syn_flood
2026-05-22T12:01:49+08:00,10.0.1.21,10.0.0.2,TCP,174,81920,60,160,1,164.0,25,4.2,attack,syn_flood
